line	raw_symbol	status	owner	member	demangled
636240	_ZN17TXMLProjectReaderD2Ev	todo	TXMLProjectReader	~TXMLProjectReader	TXMLProjectReader::~TXMLProjectReader()
636255	_ZN17TXMLProjectReader5ClearEv	todo	TXMLProjectReader	Clear	TXMLProjectReader::Clear()
636270	_ZN17TXMLProjectReader10parseNodesEPN8rapidxml8xml_nodeIcEEP8UserData	todo	TXMLProjectReader	parseNodes	TXMLProjectReader::parseNodes(rapidxml::xml_node<char>*, UserData*)
641669	_ZN17TXMLProjectReader10ReadXMLDocERK8wxString	todo	TXMLProjectReader	ReadXMLDoc	TXMLProjectReader::ReadXMLDoc(wxString const&)
642078	_ZN17TXMLProjectReader10ReadXMLDocER8TVedFileRK8wxString15eXMLNamesIntern16TLoadingTypeEnumPiP11TSignalSlotP12EventHandleri	todo	TXMLProjectReader	ReadXMLDoc	TXMLProjectReader::ReadXMLDoc(TVedFile&, wxString const&, eXMLNamesIntern, TLoadingTypeEnum, int*, TSignalSlot*, EventHandler*, int)
643450	_ZN8UserDataD2Ev	todo	UserData	~UserData	UserData::~UserData()
643618	_ZN4Geni12authresult_tD2Ev_0	todo	Geni::authresult_t	~authresult_t	Geni::authresult_t::~authresult_t()
645562	_ZN8UserDataC2EP11TVisionaireb15eXMLNamesIntern16TLoadingTypeEnumPiP11TSignalSlotP12EventHandleri	todo	UserData	UserData	UserData::UserData(TVisionaire*, bool, eXMLNamesIntern, TLoadingTypeEnum, int*, TSignalSlot*, EventHandler*, int)
647015	_GLOBAL__sub_I__Z13normalizepathPc	todo	(free function)	_GLOBAL__sub_I__Z13normalizepathPc	_GLOBAL__sub_I__Z13normalizepathPc
647056	_Z4loadR11TCharHolderP8_IO_FILE_constprop_176	todo	(free function)	load	load(TCharHolder&, _IO_FILE*)
647165	_Z7_fwritePKvmmP8_IO_FILE	todo	(free function)	_fwrite	_fwrite(void const*, unsigned long, unsigned long, _IO_FILE*)
647188	_Z6_freadPKvmmP8_IO_FILE	todo	(free function)	_fread	_fread(void const*, unsigned long, unsigned long, _IO_FILE*)
647317	_Z14writeStructureR13bin_structureP8_IO_FILE	todo	(free function)	writeStructure	writeStructure(bin_structure&, _IO_FILE*)
647720	_Z5savecRK8wxStringP8_IO_FILE	todo	(free function)	savec	savec(wxString const&, _IO_FILE*)
647782	_Z4saveiP8_IO_FILE	todo	(free function)	save	save(int, _IO_FILE*)
647807	_Z4savelP8_IO_FILE	todo	(free function)	save	save(long, _IO_FILE*)
647832	_Z4savecP8_IO_FILE	todo	(free function)	save	save(char, _IO_FILE*)
647857	_Z4savebP8_IO_FILE	todo	(free function)	save	save(bool, _IO_FILE*)
647882	_Z4savefP8_IO_FILE	todo	(free function)	save	save(float, _IO_FILE*)
647907	_Z4saveRK8wxStringP8_IO_FILE	todo	(free function)	save	save(wxString const&, _IO_FILE*)
647979	_Z4saveR11TCharHolderP8_IO_FILE	todo	(free function)	save	save(TCharHolder&, _IO_FILE*)
648021	_Z4saveR10wxFileNameP8_IO_FILE	todo	(free function)	save	save(wxFileName&, _IO_FILE*)
648079	_Z4save10wxFileNameP8_IO_FILE	todo	(free function)	save	save(wxFileName, _IO_FILE*)
648136	_Z4saveRK7wxPointP8_IO_FILE	todo	(free function)	save	save(wxPoint const&, _IO_FILE*)
648173	_Z4saveR6wxRectP8_IO_FILE	todo	(free function)	save	save(wxRect&, _IO_FILE*)
648226	_Z4saveR7TSpriteP8_IO_FILE	todo	(free function)	save	save(TSprite&, _IO_FILE*)
648339	_Z4saveR5TLinkP8_IO_FILE	todo	(free function)	save	save(TLink&, _IO_FILE*)
648409	_Z4saveRSt6vectorI5TLinkSaIS0_EEP8_IO_FILE	todo	(free function)	save	save(std::vector<TLink, std::allocator<TLink> >&, _IO_FILE*)
648468	_Z4saveRSt6vectorI6wxRectSaIS0_EEP8_IO_FILE	todo	(free function)	save	save(std::vector<wxRect, std::allocator<wxRect> >&, _IO_FILE*)
648560	_Z4saveRSt6vectorI7wxPointSaIS0_EEP8_IO_FILE	todo	(free function)	save	save(std::vector<wxPoint, std::allocator<wxPoint> >&, _IO_FILE*)
648632	_Z4saveRSt6vectorI7TSpriteSaIS0_EEP8_IO_FILE	todo	(free function)	save	save(std::vector<TSprite, std::allocator<TSprite> >&, _IO_FILE*)
648702	_Z4saveRSt6vectorI11TCharHolderSaIS0_EEP8_IO_FILE	todo	(free function)	save	save(std::vector<TCharHolder, std::allocator<TCharHolder> >&, _IO_FILE*)
648779	_Z4saveRSt6vectorIfSaIfEEP8_IO_FILE	todo	(free function)	save	save(std::vector<float, std::allocator<float> >&, _IO_FILE*)
648840	_Z4saveRSt6vectorIiSaIiEEP8_IO_FILE	todo	(free function)	save	save(std::vector<int, std::allocator<int> >&, _IO_FILE*)
648901	_Z4saveRSt6vectorI8wxStringSaIS0_EEP8_IO_FILE	todo	(free function)	save	save(std::vector<wxString, std::allocator<wxString> >&, _IO_FILE*)
648960	_Z4saveRSt6vectorI13TTextLanguageSaIS0_EEP8_IO_FILE	todo	(free function)	save	save(std::vector<TTextLanguage, std::allocator<TTextLanguage> >&, _IO_FILE*)
649075	_Z10saveObjectP8_IO_FILEPvi_constprop_175	todo	(free function)	saveObject	saveObject(_IO_FILE*, void*, int)
649658	_Z5toStri	todo	(free function)	toStr	toStr(int)
649751	_Z5toStrf	todo	(free function)	toStr	toStr(float)
649785	_Z4loadRiP8_IO_FILE	todo	(free function)	load	load(int&, _IO_FILE*)
649811	_Z4loadRlP8_IO_FILE	todo	(free function)	load	load(long&, _IO_FILE*)
649830	_Z4loadRbP8_IO_FILE	todo	(free function)	load	load(bool&, _IO_FILE*)
649855	_Z4loadRcP8_IO_FILE	todo	(free function)	load	load(char&, _IO_FILE*)
649880	_Z4loadRfP8_IO_FILE	todo	(free function)	load	load(float&, _IO_FILE*)
649906	_Z4loadR11TCharHolderP8_IO_FILE	todo	(free function)	load	load(TCharHolder&, _IO_FILE*)
650016	_Z4loadR7wxPointP8_IO_FILE	todo	(free function)	load	load(wxPoint&, _IO_FILE*)
650051	_Z4loadR6wxRectP8_IO_FILE	todo	(free function)	load	load(wxRect&, _IO_FILE*)
650106	_Z4loadR7TSpriteP8_IO_FILE	todo	(free function)	load	load(TSprite&, _IO_FILE*)
650202	_Z4loadR5TLinkiP8_IO_FILE	todo	(free function)	load	load(TLink&, int, _IO_FILE*)
650275	_Z10saveObjectP8_IO_FILEPvi	todo	(free function)	saveObject	saveObject(_IO_FILE*, void*, int)
650879	_Z11threadstartPv	todo	(free function)	threadstart	threadstart(void*)
650894	_Z4loadRSt6vectorI5TLinkSaIS0_EEiP8_IO_FILE	todo	(free function)	load	load(std::vector<TLink, std::allocator<TLink> >&, int, _IO_FILE*)
650996	_Z4loadRSt6vectorI6wxRectSaIS0_EEP8_IO_FILE	todo	(free function)	load	load(std::vector<wxRect, std::allocator<wxRect> >&, _IO_FILE*)
651104	_Z4loadRSt6vectorI7wxPointSaIS0_EEP8_IO_FILE	todo	(free function)	load	load(std::vector<wxPoint, std::allocator<wxPoint> >&, _IO_FILE*)
651194	_Z4loadRSt6vectorI7TSpriteSaIS0_EEP8_IO_FILE	todo	(free function)	load	load(std::vector<TSprite, std::allocator<TSprite> >&, _IO_FILE*)
651293	_Z4loadRSt6vectorI11TCharHolderSaIS0_EEP8_IO_FILE	todo	(free function)	load	load(std::vector<TCharHolder, std::allocator<TCharHolder> >&, _IO_FILE*)
651470	_Z4loadRSt6vectorIfSaIfEEP8_IO_FILE	todo	(free function)	load	load(std::vector<float, std::allocator<float> >&, _IO_FILE*)
651551	_Z4loadRSt6vectorIiSaIiEEP8_IO_FILE	todo	(free function)	load	load(std::vector<int, std::allocator<int> >&, _IO_FILE*)
651632	_Z4loadRSt6vectorI13TTextLanguageSaIS0_EEP8_IO_FILE	todo	(free function)	load	load(std::vector<TTextLanguage, std::allocator<TTextLanguage> >&, _IO_FILE*)
651922	_Z10loadObjectP8_IO_FILEPvii	todo	(free function)	loadObject	loadObject(_IO_FILE*, void*, int, int)
652339	_Z10loadObjectP8_IO_FILEPvii_constprop_174	todo	(free function)	loadObject	loadObject(_IO_FILE*, void*, int, int)
652737	_Z14make_structureR13bin_structureP8_IO_FILE	todo	(free function)	make_structure	make_structure(bin_structure&, _IO_FILE*)
653127	_ZN11TVisionaire10BinaryLoadER8TVedFile16TLoadingTypeEnumP11TSignalSlotPiP12EventHandler	todo	TVisionaire	BinaryLoad	TVisionaire::BinaryLoad(TVedFile&, TLoadingTypeEnum, TSignalSlot*, int*, EventHandler*)
655305	_ZN11TVisionaire10BinarySaveERK10wxFileNameP12EventHandlerbP18TProjectFileWriter	todo	TVisionaire	BinarySave	TVisionaire::BinarySave(wxFileName const&, EventHandler*, bool, TProjectFileWriter*)
659327	_ZN13bin_structureD2Ev	todo	bin_structure	~bin_structure	bin_structure::~bin_structure()
660658	_GLOBAL__sub_I_membuf	todo	(free function)	_GLOBAL__sub_I_membuf	_GLOBAL__sub_I_membuf
660697	_ZNK6TTable9GetObjectERK3TId_part_16	todo	TTable	GetObject	TTable::GetObject(TId const&) const
660799	_ZNK6TTable9GetObjectERK3TIdR10TVisObjRefb	todo	TTable	GetObject	TTable::GetObject(TId const&, TVisObjRef&, bool) const
661005	_ZNK6TTable9GetObjectERK3TId	todo	TTable	GetObject	TTable::GetObject(TId const&) const
661060	_ZNK6TTable17GetObjectPositionERK3TIdRm	todo	TTable	GetObjectPosition	TTable::GetObjectPosition(TId const&, unsigned long&) const
661224	_ZNK6TTable9GetObjectERK8wxString	todo	TTable	GetObject	TTable::GetObject(wxString const&) const
661310	_ZNK6TTable17GetObjectPositionERK8wxStringRK3TIdRm	todo	TTable	GetObjectPosition	TTable::GetObjectPosition(wxString const&, TId const&, unsigned long&) const
661498	_ZN6TTable15GetActiveObjectERK3TId	todo	TTable	GetActiveObject	TTable::GetActiveObject(TId const&)
661612	_ZN6TTable19ValidateParentLinksEv	todo	TTable	ValidateParentLinks	TTable::ValidateParentLinks()
661788	_ZN6TTable5ClearEv	todo	TTable	Clear	TTable::Clear()
661898	_ZN6TTable14MoveOrderFirstEPK17TVisionaireObject	todo	TTable	MoveOrderFirst	TTable::MoveOrderFirst(TVisionaireObject const*)
662047	_ZN6TTable13MoveOrderLastEPK17TVisionaireObject	todo	TTable	MoveOrderLast	TTable::MoveOrderLast(TVisionaireObject const*)
662196	_ZN6TTable11MoveOrderUpEPK17TVisionaireObject	todo	TTable	MoveOrderUp	TTable::MoveOrderUp(TVisionaireObject const*)
662386	_ZN6TTable13MoveOrderDownEPK17TVisionaireObject	todo	TTable	MoveOrderDown	TTable::MoveOrderDown(TVisionaireObject const*)
662577	_ZNK6TTable13GetSizeMemoryEv	todo	TTable	GetSizeMemory	TTable::GetSizeMemory() const
662617	_ZNK6TTable13GetSizeMemoryERK17TVisionaireObjectb	todo	TTable	GetSizeMemory	TTable::GetSizeMemory(TVisionaireObject const&, bool) const
662700	_ZNK6TTable13GetIdentifierEv	todo	TTable	GetIdentifier	TTable::GetIdentifier() const
662716	_ZNK6TTable14GetDescriptionEv	todo	TTable	GetDescription	TTable::GetDescription() const
662732	_ZNK6TTable12GetTableNameEv	todo	TTable	GetTableName	TTable::GetTableName() const
662749	_ZNK6TTable12GetTypeGroupERiPPK10TTypeGroup	todo	TTable	GetTypeGroup	TTable::GetTypeGroup(int&, TTypeGroup const**) const
662770	_ZN6TTable12GetTypeGroupEv	todo	TTable	GetTypeGroup	TTable::GetTypeGroup()
662786	_ZNK6TTable19GetObjectAtPositionEPP17TVisionaireObjecti	todo	TTable	GetObjectAtPosition	TTable::GetObjectAtPosition(TVisionaireObject**, int) const
662818	_ZNK6TTable8GetCountEv	todo	TTable	GetCount	TTable::GetCount() const
662837	_ZN6TTable12RemoveObjectEP17TVisionaireObject	todo	TTable	RemoveObject	TTable::RemoveObject(TVisionaireObject*)
663264	_ZN6TTable9SerializeER18TProjectFileWriter	todo	TTable	Serialize	TTable::Serialize(TProjectFileWriter&)
663370	_ZNK6TTable13IsActiveTableEv	todo	TTable	IsActiveTable	TTable::IsActiveTable() const
663392	_ZN6TTable15ResetActiveDataEv	todo	TTable	ResetActiveData	TTable::ResetActiveData()
663421	_ZN6TTable11NotifyNewIdEi	todo	TTable	NotifyNewId	TTable::NotifyNewId(int)
663459	_ZN6TTable15InitVersionedIdEv	todo	TTable	InitVersionedId	TTable::InitVersionedId()
663486	_ZN6TTable14SetVersionedIdEl	todo	TTable	SetVersionedId	TTable::SetVersionedId(long)
663503	_ZNK6TTable13GetNewObjectsER6TVList	todo	TTable	GetNewObjects	TTable::GetNewObjects(TVList&) const
663606	_ZNK6TTable17GetDeletedObjectsEPKS_R6TVList	todo	TTable	GetDeletedObjects	TTable::GetDeletedObjects(TTable const*, TVList&) const
663725	_ZNK6TTable17GetChangedObjectsER6TVList	todo	TTable	GetChangedObjects	TTable::GetChangedObjects(TVList&) const
663797	_ZNK6TTable25GetConflictedObjectsCountEPKS_	todo	TTable	GetConflictedObjectsCount	TTable::GetConflictedObjectsCount(TTable const*) const
663941	_ZN6TTable16ImportNewObjectsERK11TVisionairePS_	todo	TTable	ImportNewObjects	TTable::ImportNewObjects(TVisionaire const&, TTable*)
664217	_ZN6TTable12MergeObjectsEPKS_R21TVisObjectCompareInfo	todo	TTable	MergeObjects	TTable::MergeObjects(TTable const*, TVisObjectCompareInfo&)
664407	_ZN6TTable14CreateTempDataEv	todo	TTable	CreateTempData	TTable::CreateTempData()
664455	_ZN6TTable14RemoveTempDataEv	todo	TTable	RemoveTempData	TTable::RemoveTempData()
664491	_ZN6TTable10BeginPasteEv	todo	TTable	BeginPaste	TTable::BeginPaste()
664511	_ZN6TTable24FixOrderOfImportedObjectEP17TVisionaireObject	todo	TTable	FixOrderOfImportedObject	TTable::FixOrderOfImportedObject(TVisionaireObject*)
664827	_ZN6TTableD2Ev	todo	TTable	~TTable	TTable::~TTable()
664949	_ZN6TTableC2EP11TVisionaireiiRK8wxStringiP10TTypeGroupib	todo	TTable	TTable	TTable::TTable(TVisionaire*, int, int, wxString const&, int, TTypeGroup*, int, bool)
665092	_ZN6TTable8EndPasteEv	todo	TTable	EndPaste	TTable::EndPaste()
665317	_ZN6TTable16CreateObjectLoadEi	todo	TTable	CreateObjectLoad	TTable::CreateObjectLoad(int)
665520	_ZN6TTable11PasteObjectEPK17TVisionaireObjectRK3TIdi	todo	TTable	PasteObject	TTable::PasteObject(TVisionaireObject const*, TId const&, int)
665813	_ZN6TTable12CreateObjectEP17TVisionaireObjectib	todo	TTable	CreateObject	TTable::CreateObject(TVisionaireObject*, int, bool)
666378	_ZN6TTable18CreateActiveObjectERK3TId	todo	TTable	CreateActiveObject	TTable::CreateActiveObject(TId const&)
666506	_ZN6TTable18CreateObjectWithIdERK3TIdi	todo	TTable	CreateObjectWithId	TTable::CreateObjectWithId(TId const&, int)
667194	_ZN6TTable17ObjectNameChangedEPK17TVisionaireObjecti	todo	TTable	ObjectNameChanged	TTable::ObjectNameChanged(TVisionaireObject const*, int)
667552	_ZN6TTable9GetByNameERK8wxStringR10TVisObjRef	todo	TTable	GetByName	TTable::GetByName(wxString const&, TVisObjRef&)
667964	_ZNK6TTable7GetListER6TVListb	todo	TTable	GetList	TTable::GetList(TVList&, bool) const
668512	_Z34ix86_override_options_after_changev_60	todo	(free function)	ix86_override_options_after_change	ix86_override_options_after_change()
668535	_ZN9TTypeDataC2Ei9eTypeData16eVisionaireTableii	todo	TTypeData	TTypeData	TTypeData::TTypeData(int, eTypeData, eVisionaireTable, int, int)
668559	_ZN9TTypeDataC2Ei9eTypeDataii	todo	TTypeData	TTypeData	TTypeData::TTypeData(int, eTypeData, int, int)
668582	_ZN9TTypeDataC2Ei9eTypeData9eSaveGameiiii	todo	TTypeData	TTypeData	TTypeData::TTypeData(int, eTypeData, eSaveGame, int, int, int, int)
668625	_ZN9TTypeDataC2ERKS_	todo	TTypeData	TTypeData	TTypeData::TTypeData(TTypeData const&)
668662	_ZN9TTypeDataD2Ev	todo	TTypeData	~TTypeData	TTypeData::~TTypeData()
668677	_ZNK9TTypeData14GetDescriptionEv	todo	TTypeData	GetDescription	TTypeData::GetDescription() const
668694	_ZNK9TTypeData7GetTypeEv	todo	TTypeData	GetType	TTypeData::GetType() const
668710	_ZNK9TTypeData11GetTypeLinkEv	todo	TTypeData	GetTypeLink	TTypeData::GetTypeLink() const
668727	_ZNK9TTypeData10IsTempTypeEv	todo	TTypeData	IsTempType	TTypeData::IsTempType() const
668743	_ZNK9TTypeData8IsInFileEv	todo	TTypeData	IsInFile	TTypeData::IsInFile() const
668760	_ZNK9TTypeData9GetOffsetEv	todo	TTypeData	GetOffset	TTypeData::GetOffset() const
668776	_ZNK9TTypeData21IsFittingSaveGameTypeEb	todo	TTypeData	IsFittingSaveGameType	TTypeData::IsFittingSaveGameType(bool) const
668820	_ZNK9TTypeData15GetSaveGameTypeEv	todo	TTypeData	GetSaveGameType	TTypeData::GetSaveGameType() const
668838	_ZNK9TTypeData12GetVersionInEv	todo	TTypeData	GetVersionIn	TTypeData::GetVersionIn() const
668855	_ZNK9TTypeData13GetVersionOutEv	todo	TTypeData	GetVersionOut	TTypeData::GetVersionOut() const
668872	_ZNK9TTypeData20GetVersionSaveGameInEv	todo	TTypeData	GetVersionSaveGameIn	TTypeData::GetVersionSaveGameIn() const
668889	_ZNK9TTypeData21GetVersionSaveGameOutEv	todo	TTypeData	GetVersionSaveGameOut	TTypeData::GetVersionSaveGameOut() const
668906	_ZNK9TTypeDataeqERKS_	todo	TTypeData	operator==	TTypeData::operator==(TTypeData const&) const
668932	_ZN9TTypeDataaSERKS_	todo	TTypeData	operator=	TTypeData::operator=(TTypeData const&)
668969	_Z34ix86_override_options_after_changev_61	todo	(free function)	ix86_override_options_after_change	ix86_override_options_after_change()
668992	_ZNK8GLShader9IsCreatedEv	todo	GLShader	IsCreated	GLShader::IsCreated() const
669009	_ZNK8GLShader3UseEv	todo	GLShader	Use	GLShader::Use() const
669034	_ZNK8GLShader6SetIntEii	todo	GLShader	SetInt	GLShader::SetInt(int, int) const
669066	_ZNK8GLShader6SetIntEPKci	todo	GLShader	SetInt	GLShader::SetInt(char const*, int) const
669117	_ZNK8GLShader8SetFloatEPKcf	todo	GLShader	SetFloat	GLShader::SetFloat(char const*, float) const
669165	_ZNK8GLShader9SetFloat2EPKcff	todo	GLShader	SetFloat2	GLShader::SetFloat2(char const*, float, float) const
669216	_ZNK8GLShader9SetFloat3EPKcfff	todo	GLShader	SetFloat3	GLShader::SetFloat3(char const*, float, float, float) const
669271	_ZNK8GLShader9SetFloat4EPKcffff	todo	GLShader	SetFloat4	GLShader::SetFloat4(char const*, float, float, float, float) const
669327	_ZNK8GLShader9SetFloat2EPKcPKf	todo	GLShader	SetFloat2	GLShader::SetFloat2(char const*, float const*) const
669380	_ZNK8GLShader9SetFloat3EPKcPKf	todo	GLShader	SetFloat3	GLShader::SetFloat3(char const*, float const*) const
669433	_ZNK8GLShader9SetFloat4EPKcPKf	todo	GLShader	SetFloat4	GLShader::SetFloat4(char const*, float const*) const
669486	_ZNK8GLShader7SetMat4EPKcPf	todo	GLShader	SetMat4	GLShader::SetMat4(char const*, float*) const
669539	_ZNK8GLShader7SetMat4EPKciPf	todo	GLShader	SetMat4	GLShader::SetMat4(char const*, int, float*) const
669597	_ZNK8GLShader7SetMat3EPKcPf	todo	GLShader	SetMat3	GLShader::SetMat3(char const*, float*) const
669650	_ZNK8GLShader7SetMat4EPKcRK8TMatrix4	todo	GLShader	SetMat4	GLShader::SetMat4(char const*, TMatrix4 const&) const
669704	_ZNK8GLShader7SetMat3EPKcRK8TMatrix3	todo	GLShader	SetMat3	GLShader::SetMat3(char const*, TMatrix3 const&) const
669758	_ZN20TGraphicsSubSystemGL21GetCurrentFramebufferEv	todo	TGraphicsSubSystemGL	GetCurrentFramebuffer	TGraphicsSubSystemGL::GetCurrentFramebuffer()
669775	_ZN20TGraphicsSubSystemGL13SetDrawBufferEP7TBuffer	todo	TGraphicsSubSystemGL	SetDrawBuffer	TGraphicsSubSystemGL::SetDrawBuffer(TBuffer*)
669794	_ZN20TGraphicsSubSystemGL14SetIndexBufferEP7TBuffer	todo	TGraphicsSubSystemGL	SetIndexBuffer	TGraphicsSubSystemGL::SetIndexBuffer(TBuffer*)
669813	_ZN9TBufferGLD2Ev	todo	TBufferGL	~TBufferGL	TBufferGL::~TBufferGL()
669843	_ZN9TBufferGL6UpdateEiPf	todo	TBufferGL	Update	TBufferGL::Update(int, float*)
669888	_ZN9TBufferGL6UpdateEiPs	todo	TBufferGL	Update	TBufferGL::Update(int, short*)
669933	_ZN9TBufferGL6UpdateEiPh	todo	TBufferGL	Update	TBufferGL::Update(int, unsigned char*)
669978	_ZN14TFramebufferGL7CreatedEv	todo	TFramebufferGL	Created	TFramebufferGL::Created()
669995	_ZN10TTextureGL9IsCreatedEv	todo	TTextureGL	IsCreated	TTextureGL::IsCreated()
670012	_ZN9TBufferGLD0Ev	todo	TBufferGL	~TBufferGL	TBufferGL::~TBufferGL()
670043	_ZN20TGraphicsSubSystemGL12CreateBufferEbbi	todo	TGraphicsSubSystemGL	CreateBuffer	TGraphicsSubSystemGL::CreateBuffer(bool, bool, int)
670094	_ZN20TGraphicsSubSystemGL17CreateFramebufferEv	todo	TGraphicsSubSystemGL	CreateFramebuffer	TGraphicsSubSystemGL::CreateFramebuffer()
670119	_ZN20TGraphicsSubSystemGL13CreateTextureEv	todo	TGraphicsSubSystemGL	CreateTexture	TGraphicsSubSystemGL::CreateTexture()
670143	_ZN20TGraphicsSubSystemGL16ClearTextureSlotEi	todo	TGraphicsSubSystemGL	ClearTextureSlot	TGraphicsSubSystemGL::ClearTextureSlot(int)
670188	_ZN14TFramebufferGLD2Ev	todo	TFramebufferGL	~TFramebufferGL	TFramebufferGL::~TFramebufferGL()
670243	_ZN20TGraphicsSubSystemGL14BindBackbufferEv	todo	TGraphicsSubSystemGL	BindBackbuffer	TGraphicsSubSystemGL::BindBackbuffer()
670270	_ZN20TGraphicsSubSystemGL13EnableCullingEb	todo	TGraphicsSubSystemGL	EnableCulling	TGraphicsSubSystemGL::EnableCulling(bool)
670300	_ZN20TGraphicsSubSystemGL15EnableDepthTestEb	todo	TGraphicsSubSystemGL	EnableDepthTest	TGraphicsSubSystemGL::EnableDepthTest(bool)
670324	_ZN20TGraphicsSubSystemGL10ScissorEndEv	todo	TGraphicsSubSystemGL	ScissorEnd	TGraphicsSubSystemGL::ScissorEnd()
670341	_ZN20TGraphicsSubSystemGL7ScissorEiiii	todo	TGraphicsSubSystemGL	Scissor	TGraphicsSubSystemGL::Scissor(int, int, int, int)
670383	_ZN20TGraphicsSubSystemGL14CopyScreenshotEiiiiPv	todo	TGraphicsSubSystemGL	CopyScreenshot	TGraphicsSubSystemGL::CopyScreenshot(int, int, int, int, void*)
670436	_ZN20TGraphicsSubSystemGL5ClearEb	todo	TGraphicsSubSystemGL	Clear	TGraphicsSubSystemGL::Clear(bool)
670461	_ZN20TGraphicsSubSystemGL13SetClearColorEffff	todo	TGraphicsSubSystemGL	SetClearColor	TGraphicsSubSystemGL::SetClearColor(float, float, float, float)
670477	_ZN20TGraphicsSubSystemGL8EndFrameEv	todo	TGraphicsSubSystemGL	EndFrame	TGraphicsSubSystemGL::EndFrame()
670501	_ZN20TGraphicsSubSystemGL16DrawIndexedLinesEii	todo	TGraphicsSubSystemGL	DrawIndexedLines	TGraphicsSubSystemGL::DrawIndexedLines(int, int)
670523	_ZN20TGraphicsSubSystemGL18DrawArraysLineLoopEii	todo	TGraphicsSubSystemGL	DrawArraysLineLoop	TGraphicsSubSystemGL::DrawArraysLineLoop(int, int)
670540	_ZN20TGraphicsSubSystemGL15DrawArraysLinesEii	todo	TGraphicsSubSystemGL	DrawArraysLines	TGraphicsSubSystemGL::DrawArraysLines(int, int)
670557	_ZN20TGraphicsSubSystemGL21DrawArraysTriangleFanEii	todo	TGraphicsSubSystemGL	DrawArraysTriangleFan	TGraphicsSubSystemGL::DrawArraysTriangleFan(int, int)
670574	_ZN20TGraphicsSubSystemGL21GetMaximumTextureSizeEv	todo	TGraphicsSubSystemGL	GetMaximumTextureSize	TGraphicsSubSystemGL::GetMaximumTextureSize()
670600	_ZN8GLShader12BindTexturesEv	todo	GLShader	BindTextures	GLShader::BindTextures()
670695	_ZN9TBufferGL4BindEv	todo	TBufferGL	Bind	TBufferGL::Bind()
670737	_ZN20TGraphicsSubSystemGL12SetBlendModeE10eBlendModeS0_S0_S0_	todo	TGraphicsSubSystemGL	SetBlendMode	TGraphicsSubSystemGL::SetBlendMode(eBlendMode, eBlendMode, eBlendMode, eBlendMode)
670849	_ZN8GLShader7CompileEPKc	todo	GLShader	Compile	GLShader::Compile(char const*)
670960	_ZN14TFramebufferGLD0Ev	todo	TFramebufferGL	~TFramebufferGL	TFramebufferGL::~TFramebufferGL()
671016	_ZN14TFramebufferGL18CreateMultisampledEbbii	todo	TFramebufferGL	CreateMultisampled	TFramebufferGL::CreateMultisampled(bool, bool, int, int)
671226	_ZN8GLShader17CompileFromMemoryERKSsPKc	todo	GLShader	CompileFromMemory	GLShader::CompileFromMemory(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
671568	_Z8toGLEnum10eBlendMode	todo	(free function)	toGLEnum	toGLEnum(eBlendMode)
671589	_ZN8GLShader8PrintLogEj	todo	GLShader	PrintLog	GLShader::PrintLog(unsigned int)
671818	_ZN8GLShader15CompileFromCodeEPKcS1_S1_PS1_	todo	GLShader	CompileFromCode	GLShader::CompileFromCode(char const*, char const*, char const*, char const**)
671979	_ZN8GLShader12CreateShaderEPKcj	todo	GLShader	CreateShader	GLShader::CreateShader(char const*, unsigned int)
672020	_ZN20TGraphicsSubSystemGL16InvalidateArraysEv	todo	TGraphicsSubSystemGL	InvalidateArrays	TGraphicsSubSystemGL::InvalidateArrays()
672044	_ZN20TGraphicsSubSystemGL12GatherArraysEv	todo	TGraphicsSubSystemGL	GatherArrays	TGraphicsSubSystemGL::GatherArrays()
672439	_ZN20TGraphicsSubSystemGL20DrawIndexedTrianglesEii	todo	TGraphicsSubSystemGL	DrawIndexedTriangles	TGraphicsSubSystemGL::DrawIndexedTriangles(int, int)
672493	_ZN20TGraphicsSubSystemGL19DrawArraysTrianglesEii	todo	TGraphicsSubSystemGL	DrawArraysTriangles	TGraphicsSubSystemGL::DrawArraysTriangles(int, int)
672543	_ZN20TGraphicsSubSystemGL12EnableArraysEi	todo	TGraphicsSubSystemGL	EnableArrays	TGraphicsSubSystemGL::EnableArrays(int)
672742	_ZN20TGraphicsSubSystemGL11SetupArraysE11VertexArrayS0_S0_	todo	TGraphicsSubSystemGL	SetupArrays	TGraphicsSubSystemGL::SetupArrays(VertexArray, VertexArray, VertexArray)
672809	_ZN20TGraphicsSubSystemGL11SetupArraysE11VertexArrayS0_	todo	TGraphicsSubSystemGL	SetupArrays	TGraphicsSubSystemGL::SetupArrays(VertexArray, VertexArray)
672861	_ZN20TGraphicsSubSystemGL11SetupArraysE11VertexArray	todo	TGraphicsSubSystemGL	SetupArrays	TGraphicsSubSystemGL::SetupArrays(VertexArray)
672896	_ZN9TBufferGLC2Eb	todo	TBufferGL	TBufferGL	TBufferGL::TBufferGL(bool)
672937	_ZN14TFramebufferGLC2Ev	todo	TFramebufferGL	TFramebufferGL	TFramebufferGL::TFramebufferGL()
672957	_ZN10TTextureGLC2Ev	todo	TTextureGL	TTextureGL	TTextureGL::TTextureGL()
672976	_ZN8GLShaderD2Ev	todo	GLShader	~GLShader	GLShader::~GLShader()
673238	_ZN8GLShaderD0Ev	todo	GLShader	~GLShader	GLShader::~GLShader()
