assert_line	original_file	original_source_line	expression	enclosing_function
671126	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/subsystemGL.cpp	999	false	TFramebufferGL::CreateMultisampled(bool, bool, int, int)
674230	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/subsystemGL.cpp	1097	m_id != -1	TFramebufferGL::BindTexture(int)
674803	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/subsystemGL.cpp	1105	m_id != -1	TFramebufferGL::BindDepthTexture(int)
675085	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/subsystemGL.cpp	1114	m_id != -1	TFramebufferGL::ResolveTo(TFramebuffer*)
675362	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/subsystemGL.cpp	1088	m_id!=-1	TFramebufferGL::Bind()
676196	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/subsystemGL.cpp	1080	false	TFramebufferGL::Create(bool, bool, bool, int, int)
707702	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	2551	m_drawValid	TGraphicsOGL::Swap()
707770	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	3337	m_drawValid	TGraphicsOGL::DrawAVIFrame(void*, char*, float, float, float, float, wxColour)
708100	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1728	m_drawValid	TGraphicsOGL::DrawLineStrip(std::vector<wxPoint, std::allocator<wxPoint> > const&, unsigned int, float) const
708177	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	2988	m_drawValid	TGraphicsOGL::Draw(TParticleSystem&, bool, bool)
708349	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1621	m_drawValid	TGraphicsOGL::DrawFrame(wxRect const&, unsigned int, float) const
708740	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1537	m_drawValid	TGraphicsOGL::DrawBox(wxRect const&, unsigned int, unsigned int, float, float) const
708915	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1451	m_drawValid	TGraphicsOGL::DrawBox(wxRect const&, unsigned int, float) const
709367	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1272	false	TGraphicsOGL::GetTextureIndex(TSpriteHandle*)
710249	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1322	false	TGraphicsOGL::GetSnapshot(TPictureIO&)
710400	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1322	false	TGraphicsOGL::GetSnapshotAsSprite(void**)
710522	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1322	false	TGraphicsOGL::MakeSnapshotForSavegame(bool)
711031	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	3242	m_drawValid	TGraphicsOGL::ConvertYUVToRGBA(void*, char*)
713430	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1322	false	TGraphicsOGL::GetSnapshot(int&, int&, bool)
713669	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1566	m_drawValid	TGraphicsOGL::DrawBoxPremultiplied(float, float, float, float, unsigned int, float) const
713814	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1591	m_drawValid	TGraphicsOGL::DrawBox(float, float, float, float, unsigned int, float) const
714889	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1670	m_drawValid	TGraphicsOGL::DrawLine(wxPoint const&, wxPoint const&, unsigned int, float) const
715435	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	889	m_drawValid	TGraphicsOGL::Draw(void*, wxRect const&, FloatRect const&, float, bool, unsigned int const&, int, float, wxPoint const&, float, float, int)
716923	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	1745	m_drawValid	TGraphicsOGL::DrawPolygon(std::vector<wxPoint, std::allocator<wxPoint> > const&, unsigned int, float) const
718166	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	2389	m_drawValid	TGraphicsOGL::AfterDrawScene(bool, bool)
719209	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	2652	m_drawValid	TGraphicsOGL::Draw(TParticleEmitter&, void*, bool, TVector3D&, TVector3D&)
719974	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphicsOGL.cpp	2706	false	TGraphicsOGL::Draw(TParticleEmitter&, void*, bool, TVector3D&, TVector3D&)
751344	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/sprite_cache.cpp	179	!m_vFifo.empty()	TSpriteCache::UpdateCache()
751427	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/sprite_cache.cpp	205	false	TSpriteCache::UpdateCache()
751492	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/sprite_cache.cpp	214	cacheSizeUnusedSprites <= m_cacheLimitFull	TSpriteCache::UpdateCache()
763986	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphics.cpp	520	false	TGraphicsInterface::FadeIn(TFadeEnum, int, void*, void*, TSignalSlot*, TSignalSlot*)
764170	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/graphics.cpp	681	false	TGraphicsInterface::FadeIn(TFadeEnum, int, void*, void*, TSignalSlot*, TSignalSlot*)
771558	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/texture.cpp	63	m_pParent == NULL	TCutRect::TCutRect(TRect const&, int, int, TCutRect*)
771618	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/texture.cpp	63	m_pParent == NULL	TCutRect::Cut(int, int)
772114	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/texture.cpp	228	s_bestFitRect != NULL && s_bestFitRectUsedFlag != 0	TCutRect::CutBestFit(int, int)
772157	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/texture.cpp	63	m_pParent == NULL	TCutRect::CutBestFit(int, int)
772198	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/texture.cpp	309	i < 4	TCutRect::CutBestFit(int, int)
772465	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/texture.cpp	364	i < 4	TCutRect::FreeRectClearFlag(TRect const&)
776629	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/texture.cpp	606	textures[handle.texture]->lpTexture != NULL	TGraphicsInterface::FreeSpritePart(TSpritePartHandle&)
778512	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/texture.cpp	1120	false	TGraphicsInterface::FindSprite(int, int, int, TSpriteHandle*, bool, char const*)
779561	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/texture.cpp	573	false	TGraphicsInterface::FindSpritePart(int, int, int, bool)
780590	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/preloadedPicManager.cpp	151	removedFromQueue	TPreloadedPicManager::StopPreloading(TPictureIO*)
780649	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/preloadedPicManager.cpp	121	removedFromQueue	TPreloadedPicManager::StopPreloading(TPictureIO*)
781444	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/preloadedPicManager.cpp	193	removedFromQueue	TPreloadedPicManager::StopPreloading(std::vector<TPictureIO*, std::allocator<TPictureIO*> >&)
785976	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/picture.cpp	159	false	TPictureIO::operator=(TPictureIO const&)
787137	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/picture.cpp	460	m_pSprite != NULL	TPictureIO::CreateSprite(bool)
787934	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/picture.cpp	654	format != NULL	TPictureIO::ReadPictureFile()
788900	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/picture.cpp	914	s_pPaintControl != NULL	TPictureIO::PreparePaint(wxRect&, FloatRect&)
789262	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/picture.cpp	1107	m_pSprite != NULL	TPictureIO::CreateEmptySprite(int, int, int, bool)
789437	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/picture.cpp	542	m_preloadFile != NULL	TPictureIO::PreparePreloaderLoad(wxFileName)
789593	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/picture.cpp	550	m_preloadFormat != NULL	TPictureIO::PreparePreloaderLoad(wxFileName)
790501	/home/simon/Documents/jenkins/branchPillars/src/graphicslib/picture.cpp	460	m_pSprite != NULL	TPictureIO::RefreshSprite(bool)
1061357	/home/simon/Documents/jenkins/branchPillars/src/mmedialib/movie_ffmpeg.cpp	2326	false	alloc_picture(VideoState*)
1088788	/home/simon/Documents/jenkins/branchPillars/src/mmedialib/audiobusses.cpp	336	false	soundengine::AudioBufferFactory::FreeBuffer(TMemoryFile*)
1103129	/home/simon/Documents/jenkins/branchPillars/src/mmedialib/soundBase.cpp	475	m_eSoundFade == eFadeNo	TSoundBase::StartSoundFade(TFadeEnum, int, bool)
1106544	/home/simon/Documents/jenkins/branchPillars/src/mmedialib/sound.cpp	119	false	TSoundInterface::Signal(TSignalData const&, TSignalData&)
1107225	/home/simon/Documents/jenkins/branchPillars/src/mmedialib/sound.cpp	365	false	TSoundInterface::AdjustToGeneralVolume(int, TSoundTypeEnum) const
1375315	/home/simon/Documents/jenkins/branchPillars/src/vscommon/geometry.cpp	171	false	GetPointFromPolygon(TPolygonList const&, int, int)
1375572	/home/simon/Documents/jenkins/branchPillars/src/vscommon/geometry.cpp	273	false	GetBoundingBox(std::vector<wxPoint, std::allocator<wxPoint> > const&)
1382869	/home/simon/Documents/jenkins/branchPillars/src/vscommon/canimation.cpp	582	m_pSprite != NULL	TCAnimation::GetCurrentSpritePosition() const
1385326	/home/simon/Documents/jenkins/branchPillars/src/vscommon/objAccess.cpp	115		GetTypeGroup(eVisionaireTable)
1389702	/home/simon/Documents/jenkins/branchPillars/src/vscommon/fontManager.cpp	75	false	TFontManager::Signal(TSignalData const&, TSignalData&)
1392217	/home/simon/Documents/jenkins/branchPillars/src/vscommon/cfont.cpp	683	false	TCFont::GetTextStartPos(TextAlignmentEnum, int, int, int)
1396368	/home/simon/Documents/jenkins/branchPillars/src/vscommon/cfont.cpp	683	false	TCFont::PrintText(wxString const&, TextAlignmentEnum, wxPoint const&, float, int, GLCharBuffer*)
1396418	/home/simon/Documents/jenkins/branchPillars/src/vscommon/cfont.cpp	345	eAlignment == eAlignLeft	TCFont::PrintText(wxString const&, TextAlignmentEnum, wxPoint const&, float, int, GLCharBuffer*)
1396831	/home/simon/Documents/jenkins/branchPillars/src/vscommon/cfont.cpp	683	false	TCFont::PrintText(wxString const&, TextAlignmentEnum, wxPoint const&, float, int, GLCharBuffer*)
1397313	/home/simon/Documents/jenkins/branchPillars/src/vscommon/cfont.cpp	683	false	TCFont::PrintTextLines(std::list<wxString, std::allocator<wxString> > const&, std::vector<int, std::allocator<int> > const&, TextAlignmentEnum, wxPoint const&, float, int, bool, std::vector<GLCharBuffer*, std::allocator<GLCharBuffer*> >*)
1397750	/home/simon/Documents/jenkins/branchPillars/src/vscommon/cfont.cpp	683	false	TCFont::PrintTextLines(std::list<wxString, std::allocator<wxString> > const&, std::vector<int, std::allocator<int> > const&, TextAlignmentEnum, wxPoint const&, float, int, bool, std::vector<GLCharBuffer*, std::allocator<GLCharBuffer*> >*)
1407571	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/visLua.cpp	533	false	LuaExecuteFunction(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<TArgument*, std::allocator<TArgument*> >&, std::vector<TArgument*, std::allocator<TArgument*> >&)
1407652	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/visLua.cpp	537		LuaExecuteFunction(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<TArgument*, std::allocator<TArgument*> >&, std::vector<TArgument*, std::allocator<TArgument*> >&)
1408091	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/visLua.cpp	384	false	LuaExecuteFunction(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<TArgument*, std::allocator<TArgument*> >&, std::vector<TArgument*, std::allocator<TArgument*> >&)
1413465	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/argumentSyntax.cpp	131	arg != A_NONE	TArgSyntax::AddArg(TArgType, bool)
1413631	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/argumentSyntax.cpp	96	argType != A_NONE	TArgSyntax::AddFlag(wxString const&, wxString const&, TArgType, bool)
1421278	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/visionaireobjectLua.cpp	128	lua_gettop(L) == 0	luaopen_ExportTables(lua_State*)
1421393	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/visionaireobjectLua.cpp	170	lua_gettop(L) == 0	luaopen_ExportTables(lua_State*)
1422573	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/visionaireobjectLua.cpp	1019	fieldID != -1	getFieldFromString(LuaVisionaireObject*, char const*)
1432906	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/argumentParser.cpp	212	Syntax != NULL	TArgParser::FindFlagArgument(wxString) const
1435777	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/argument.cpp	172	false	TArgument::SetType(TArgType)
1440112	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/command.cpp	47	Game == NULL	InitCommands(TVisionaireGame*, wxString const&, wxString, wxString)
1441814	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/command.cpp	361	cmd->GroupMarker != TCommand::grpEnd	CloseOpenedCmdGroup()
1441831	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/command.cpp	364	i >= 0	CloseOpenedCmdGroup()
1441845	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/command.cpp	368	false	CloseOpenedCmdGroup()
1441921	/home/simon/Documents/jenkins/branchPillars/src/vscommon/scripting/command.cpp	152	LastDone == Queue.size()-1	TCommandQueue::AddCommand(TCommand*)
1446121	/home/simon/Documents/jenkins/branchPillars/src/vstables/action_part.cpp	114	obj != NULL	TTActionPart::GetNameInList(TVisionaireObject const*)
1454575	/home/simon/Documents/jenkins/branchPillars/src/vstables/text.cpp	114	false	TTText::GetTextLanguage() const
1457338	/home/simon/Documents/jenkins/branchPillars/src/vstables/text.cpp	135	false	TTText::GetTextLanguage(int) const
1458812	/home/simon/Documents/jenkins/branchPillars/src/vstables/text.cpp	579	false	TSText::CalculateCurrentText()
1460370	/home/simon/Documents/jenkins/branchPillars/src/vstables/text.cpp	520	false	TSText::SetTextIntern(TextOutputEnum, int)
1460837	/home/simon/Documents/jenkins/branchPillars/src/vstables/text.cpp	156	false	TTText::GetTextLanguageOrCreate(int)
1516652	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2269	false	TVisionaireGame::UpdateVersion(int, bool)
1516909	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2302	false	TVisionaireGame::UpdateVersion(int, bool)
1517103	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2333	false	TVisionaireGame::UpdateVersion(int, bool)
1517552	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2427	false	TVisionaireGame::UpdateVersion(int, bool)
1517563	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2363	false	TVisionaireGame::UpdateVersion(int, bool)
1517574	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2407	false	TVisionaireGame::UpdateVersion(int, bool)
1517585	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2383	false	TVisionaireGame::UpdateVersion(int, bool)
1517758	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2459	false	TVisionaireGame::UpdateVersion(int, bool)
1517982	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2491	false	TVisionaireGame::UpdateVersion(int, bool)
1518191	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2529	false	TVisionaireGame::UpdateVersion(int, bool)
1519802	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	2072	!mirroredStandingAnim.IsEmpty()	TVisionaireGame::UpdateVersion(int, bool)
1523685	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireGame.cpp	1207	false	TVisionaireGame::LoadDataGame(wxFileName const&, wxString const&, TLoadingTypeEnum, bool, TSignalSlot*, EventHandler*)
1526721	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireClipboard.cpp	204	!(*it)->GetId().IsEmpty()	TVisionaireClipboard::RestoreFromUndo(TId const&, TVisionaire*)
1526831	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireClipboard.cpp	226	false	TVisionaireClipboard::RestoreFromUndo(TId const&, TVisionaire*)
1526843	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireClipboard.cpp	223	false	TVisionaireClipboard::RestoreFromUndo(TId const&, TVisionaire*)
1526995	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireClipboard.cpp	249	objectFound	TVisionaireClipboard::RemoveFromUndo(TId const&)
1527349	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireClipboard.cpp	292	pasteToTypeGroup	TVisionaireClipboard::PasteFromClipboard(TVisionaire&, TVisObjRef&, int, TVList&) const
1527362	/home/simon/Documents/jenkins/branchPillars/src/vstables/visionaireClipboard.cpp	296	pasteToTypeData	TVisionaireClipboard::PasteFromClipboard(TVisionaire&, TVisObjRef&, int, TVList&) const
1554287	/home/simon/Documents/jenkins/branchPillars/src/guilib/gui.cpp	1389	s.x != 0 && s.y != 0	Sizer::SetMaxSize(guisize const&)
1642976	/home/simon/Documents/jenkins/branchPillars/src/guilib/textedit.cpp	1396	false	editor_newindex(lua_State*)
1642995	/home/simon/Documents/jenkins/branchPillars/src/guilib/textedit.cpp	1365	false	editor_newindex(lua_State*)
1643042	/home/simon/Documents/jenkins/branchPillars/src/guilib/textedit.cpp	1355	false	editor_newindex(lua_State*)
2987247	/home/simon/Documents/jenkins/branchPillars/src/baselib/sort.cpp	89	maxused <= Size	RadixSort::Resize(unsigned int, unsigned int, unsigned int)
2987362	/home/simon/Documents/jenkins/branchPillars/src/baselib/sort.cpp	89	maxused <= Size	RadixSort::Grow(unsigned int, unsigned int, unsigned int)
2987415	/home/simon/Documents/jenkins/branchPillars/src/baselib/sort.cpp	89	maxused <= Size	RadixSort::ResetIndices(unsigned int)
2987487	/home/simon/Documents/jenkins/branchPillars/src/baselib/sort.cpp	89	maxused <= Size	RadixSort::Sort(float const*, unsigned int)
